Appliance Type,Model,Brand,Power (W),Voltage (V),Current (A),Operational Hours,Power Factor
3,78,3,1740.94,231.1,7.533,6,0.86
3,78,3,1721.45,239.35,7.192,2,0.81
3,78,3,1757.97,228.5,7.694,7,0.95
3,78,3,1791.32,236.68,7.569,5,0.89
3,78,3,958.48,223.35,4.291,5,0.87
3,78,3,1378.98,230.29,5.988,2,0.84
3,78,3,1308.59,225.75,5.797,5,0.81
3,78,3,955.6,222.31,4.299,7,0.85
3,78,3,1062.51,227.04,4.68,4,0.95
3,78,3,1485.33,235.3,6.312,4,0.83
3,78,3,1368.06,237.11,5.77,2,0.94
3,78,3,802.24,237.24,3.382,6,0.8
3,78,3,894.7,227.37,3.935,3,0.89
3,78,3,1063.75,238.19,4.466,8,0.92
3,78,3,1552.0,227.93,6.809,5,0.93
3,78,3,912.46,230.57,3.957,7,0.9
3,78,3,1506.68,222.58,6.769,8,0.91
3,78,3,1211.04,234.93,5.155,8,0.93
3,78,3,1505.53,223.35,6.741,6,0.84
3,78,3,882.88,220.38,4.006,3,0.92
3,78,3,1431.52,232.46,6.158,7,0.85
3,78,3,1071.91,235.5,4.552,8,0.86
3,78,3,1797.3,238.12,7.548,7,0.9
3,78,3,1703.79,236.57,7.202,7,0.81
3,78,3,1269.91,228.54,5.557,3,0.82
3,78,3,1544.34,220.77,6.995,5,0.93
3,78,3,1768.55,236.23,7.487,3,0.83
3,78,3,894.56,225.64,3.965,4,0.95
3,78,3,1934.71,228.25,8.476,7,0.95
3,78,3,1223.32,227.6,5.375,6,0.82
3,78,3,1887.47,230.65,8.183,5,0.94
3,78,3,1821.75,238.7,7.632,3,0.9
3,78,3,967.25,233.09,4.15,6,0.94
3,78,3,1796.35,231.27,7.767,7,0.87
3,78,3,1169.97,224.47,5.212,4,0.83
3,78,3,907.47,222.32,4.082,3,0.94
3,78,3,990.87,227.16,4.362,8,0.81
3,78,3,1091.8,225.09,4.851,5,0.8
3,78,3,1567.6,227.18,6.9,5,0.86
3,78,3,881.96,227.45,3.878,8,0.86
3,78,3,1197.62,232.27,5.156,4,0.81
3,78,3,1110.45,220.22,5.042,2,0.92
3,78,3,1643.73,226.93,7.243,5,0.92
3,78,3,1768.48,238.54,7.414,5,0.89
3,78,3,1828.37,233.79,7.821,4,0.92
3,78,3,1282.92,222.25,5.772,3,0.89
3,78,3,1067.3,226.74,4.707,6,0.93
3,78,3,1434.36,225.66,6.356,8,0.88
3,78,3,1596.76,220.65,7.237,3,0.81
3,78,3,1119.82,227.11,4.931,3,0.85
3,78,3,1936.61,229.27,8.447,8,0.9
3,78,3,1272.01,224.14,5.675,5,0.91
3,78,3,1262.17,227.21,5.555,6,0.91
3,78,3,1500.13,236.84,6.334,3,0.9
3,78,3,1426.17,237.73,5.999,2,0.81
3,78,3,1063.96,239.78,4.437,7,0.82
3,78,3,1059.24,221.05,4.792,8,0.91
3,78,3,971.12,231.95,4.187,5,0.83
3,78,3,1996.0,220.16,9.066,3,0.85
3,78,3,1103.84,225.76,4.889,5,0.9
3,78,3,1957.74,228.49,8.568,5,0.88
3,78,3,1013.06,230.23,4.4,3,0.82
3,78,3,906.03,222.75,4.067,6,0.93
3,78,3,937.22,226.51,4.138,6,0.86
3,78,3,1027.69,220.04,4.67,3,0.85
3,78,3,1806.19,225.97,7.993,3,0.94
3,78,3,1023.94,220.6,4.642,6,0.92
3,78,3,1363.96,233.75,5.835,2,0.87
3,78,3,1567.57,237.11,6.611,5,0.93
3,78,3,1333.01,238.78,5.583,2,0.8
3,78,3,1340.36,235.17,5.7,6,0.95
3,78,3,975.17,225.47,4.325,5,0.87
3,78,3,1638.16,220.13,7.442,8,0.85
3,78,3,1153.84,229.64,5.025,7,0.94
3,78,3,944.2,226.05,4.177,6,0.91
3,78,3,1452.8,237.76,6.11,5,0.84
3,78,3,1997.38,220.36,9.064,6,0.86
3,78,3,936.5,227.32,4.12,4,0.93
3,78,3,1849.4,221.93,8.333,8,0.92
3,78,3,1256.14,230.69,5.445,8,0.82
3,78,3,1446.74,237.53,6.091,8,0.94
3,79,4,1518.55,230.74,6.581,3,0.84
3,79,4,1821.5,232.42,7.837,3,0.88
3,79,4,1020.78,231.64,4.407,2,0.88
3,79,4,1277.13,234.53,5.445,4,0.89
3,79,4,1420.11,236.18,6.013,3,0.89
3,79,4,1243.68,235.41,5.283,8,0.94
3,79,4,1829.75,237.65,7.699,6,0.82
3,79,4,1600.99,236.19,6.778,4,0.89
3,79,4,961.2,232.34,4.137,8,0.86
3,79,4,1280.13,226.37,5.655,2,0.92
3,79,4,1313.7,226.53,5.799,2,0.95
3,79,4,1103.33,236.9,4.657,2,0.82
3,79,4,1287.43,227.01,5.671,2,0.94
3,79,4,825.67,230.24,3.586,3,0.83
3,79,4,889.54,237.33,3.748,5,0.8
3,79,4,1948.19,234.87,8.295,7,0.81
3,79,4,1899.79,228.6,8.311,5,0.82
3,79,4,1787.88,236.45,7.561,3,0.94
3,79,4,1942.93,236.44,8.217,2,0.85
3,79,4,1660.38,239.73,6.926,5,0.9
3,79,4,938.12,226.19,4.147,4,0.82
3,79,4,1790.5,227.27,7.878,8,0.82
3,79,4,853.49,237.38,3.595,7,0.8
3,79,4,1200.63,231.51,5.186,6,0.89
3,79,4,863.86,220.07,3.925,3,0.93
3,79,4,1414.82,227.26,6.226,7,0.94
3,79,4,1128.58,224.53,5.026,5,0.95
3,79,4,1424.57,233.3,6.106,8,0.86
3,79,4,1138.24,223.05,5.103,6,0.9
3,79,4,1869.12,234.73,7.963,6,0.86
3,79,4,1564.6,230.08,6.8,3,0.9
3,79,4,1603.1,229.49,6.985,7,0.82
3,79,4,1596.24,229.62,6.952,7,0.86
3,79,4,1585.6,236.45,6.706,3,0.94
3,79,4,1092.28,224.21,4.872,6,0.82
3,79,4,1043.81,229.34,4.551,6,0.93
3,79,4,1163.23,230.1,5.055,2,0.91
3,79,4,1244.46,228.75,5.44,6,0.86
3,79,4,1166.56,231.9,5.03,2,0.8
3,79,4,1494.51,229.55,6.511,3,0.86
3,79,4,1432.89,231.82,6.181,2,0.88
3,79,4,1983.37,237.61,8.347,8,0.88
3,79,4,950.41,229.39,4.143,8,0.85
3,79,4,1204.45,223.96,5.378,7,0.86
3,79,4,1242.6,233.63,5.319,6,0.9
3,79,4,1989.38,238.04,8.357,5,0.86
3,79,4,1703.68,236.19,7.213,5,0.91
3,79,4,1836.81,237.79,7.725,3,0.8
3,79,4,1140.45,220.39,5.175,6,0.88
3,79,4,1535.79,228.85,6.711,8,0.92
3,79,4,1138.92,237.3,4.799,2,0.83
3,79,4,1640.04,229.75,7.138,7,0.88
3,79,4,938.6,227.67,4.123,3,0.93
3,79,4,1381.7,222.13,6.22,4,0.85
3,79,4,1047.11,230.03,4.552,2,0.83
3,79,4,1582.66,222.96,7.098,3,0.81
3,79,4,1894.81,226.97,8.348,6,0.86
3,79,4,1010.01,237.34,4.256,6,0.85
3,79,4,1424.85,227.42,6.265,2,0.92
3,79,4,1443.93,226.66,6.37,6,0.92
3,79,4,1482.85,223.88,6.623,8,0.84
3,79,4,1923.69,231.46,8.311,2,0.89
3,79,4,1837.57,239.38,7.676,2,0.87
3,79,4,1969.22,220.85,8.917,4,0.92
3,79,4,1657.7,229.34,7.228,7,0.84
3,79,4,890.16,239.55,3.716,6,0.87
3,79,4,837.74,239.43,3.499,7,0.86
3,79,4,1776.02,226.38,7.845,5,0.87
3,79,4,1593.12,222.57,7.158,4,0.89
3,79,4,1389.08,221.63,6.268,5,0.91
3,79,4,1921.66,237.23,8.1,4,0.84
3,79,4,1854.91,224.71,8.255,4,0.92
3,79,4,1426.57,224.08,6.366,4,0.89
3,79,4,1842.04,227.71,8.089,5,0.87
3,79,4,1796.58,226.66,7.926,7,0.94
3,79,4,1184.46,225.34,5.256,4,0.82
3,79,4,1136.12,235.13,4.832,2,0.92
3,79,4,1786.79,239.28,7.467,5,0.88
3,79,4,1110.06,236.86,4.687,5,0.82
3,79,4,1907.79,236.47,8.068,5,0.86
3,79,4,1525.77,223.66,6.822,6,0.85
3,79,4,1695.6,239.91,7.068,4,0.95
3,79,4,1155.2,227.48,5.078,2,0.82
3,79,4,1557.53,236.16,6.595,8,0.83
3,79,4,1089.6,239.46,4.55,7,0.86
3,79,4,1126.42,235.8,4.777,6,0.81
3,79,4,1796.08,226.09,7.944,7,0.8
3,79,4,1674.18,234.69,7.134,3,0.81
3,79,4,1527.58,232.25,6.577,2,0.86
3,79,4,1299.98,225.78,5.758,2,0.83
3,79,4,1826.25,237.12,7.702,4,0.8
3,79,4,1656.01,239.58,6.912,6,0.8
3,79,4,914.9,231.04,3.96,4,0.85
3,79,4,1550.01,221.63,6.994,6,0.82
3,79,4,1733.21,232.58,7.452,8,0.87
3,79,4,1839.87,234.53,7.845,4,0.88
3,79,4,1888.98,230.44,8.197,8,0.94
3,79,4,1283.41,226.27,5.672,6,0.88
3,79,4,1333.39,220.12,6.058,6,0.87
3,79,4,1729.63,236.86,7.302,7,0.87
3,80,1,1836.6,220.33,8.336,5,0.85
3,80,1,1002.45,238.21,4.208,2,0.85
3,80,1,1667.86,226.28,7.371,8,0.81
3,80,1,1777.86,230.15,7.725,4,0.81
3,80,1,1206.67,238.77,5.054,2,0.93
3,80,1,862.68,231.22,3.731,3,0.87
3,80,1,1950.56,231.76,8.416,7,0.91
3,80,1,1702.22,225.36,7.553,4,0.83
3,80,1,1519.04,234.57,6.476,7,0.83
3,80,1,1292.59,236.27,5.471,5,0.84
3,80,1,1016.81,225.35,4.512,7,0.88
3,80,1,1361.63,230.84,5.899,5,0.8
3,80,1,1095.85,226.74,4.833,2,0.82
3,80,1,1510.53,234.53,6.441,8,0.95
3,80,1,828.47,235.63,3.516,5,0.9
3,80,1,1786.62,227.1,7.867,8,0.89
3,80,1,1494.77,225.49,6.629,6,0.91
3,80,1,1079.58,234.67,4.6,6,0.88
3,80,1,1896.6,238.02,7.968,2,0.91
3,80,1,1390.43,239.12,5.815,5,0.84
3,80,1,1538.1,237.9,6.465,6,0.92
3,80,1,993.17,237.62,4.18,3,0.82
3,80,1,1842.03,228.11,8.075,4,0.84
3,80,1,1853.61,233.76,7.93,2,0.85
3,80,1,1592.35,231.56,6.877,3,0.88
3,80,1,1719.52,228.29,7.532,2,0.92
3,80,1,1642.04,223.61,7.343,7,0.91
3,80,1,1588.14,237.9,6.676,5,0.81
3,80,1,1536.6,220.68,6.963,4,0.94
3,80,1,1852.19,228.43,8.108,5,0.86
3,80,1,1240.4,228.01,5.44,6,0.87
3,80,1,1533.63,228.25,6.719,2,0.89
3,80,1,1260.39,236.06,5.339,6,0.82
3,80,1,1315.63,235.83,5.579,5,0.88
3,80,1,1573.4,224.59,7.006,5,0.81
3,80,1,825.92,222.26,3.716,7,0.92
3,80,1,1990.17,236.53,8.414,7,0.94
3,80,1,1084.41,235.07,4.613,6,0.86
3,80,1,1079.01,222.09,4.858,4,0.91
3,80,1,1198.53,220.49,5.436,7,0.82
3,80,1,877.46,236.77,3.706,4,0.86
3,80,1,885.84,231.75,3.822,7,0.89
3,80,1,1902.7,238.97,7.962,7,0.92
3,80,1,1422.46,229.5,6.198,3,0.91
3,80,1,1714.06,226.1,7.581,4,0.9
3,80,1,1007.37,234.42,4.297,8,0.83
3,80,1,1552.74,233.41,6.652,7,0.93
3,80,1,994.03,238.74,4.164,5,0.83
3,80,1,1334.92,237.93,5.611,8,0.93
3,80,1,1870.65,238.22,7.853,3,0.81
3,80,1,1664.06,225.78,7.37,8,0.9
3,80,1,1624.5,220.92,7.353,7,0.82
3,80,1,949.51,238.26,3.985,5,0.85
3,80,1,1424.26,228.1,6.244,3,0.88
3,80,1,1023.83,238.95,4.285,8,0.93
3,80,1,1075.33,233.82,4.599,7,0.82
3,80,1,980.77,225.44,4.35,5,0.9
3,80,1,1264.44,223.29,5.663,2,0.83
3,80,1,1893.82,233.77,8.101,3,0.81
3,80,1,1372.45,230.22,5.961,4,0.85
3,80,1,1630.92,235.89,6.914,4,0.86
3,80,1,862.34,237.68,3.628,4,0.9
3,80,1,1961.05,238.57,8.22,7,0.95
3,80,1,1974.07,239.37,8.247,5,0.84
3,80,1,1550.49,224.12,6.918,8,0.89
3,80,1,1740.85,229.71,7.578,2,0.85
3,80,1,900.06,237.05,3.797,7,0.88
3,80,1,1938.76,223.68,8.668,6,0.94
3,80,1,1989.96,233.59,8.519,6,0.89
3,80,1,1316.48,235.36,5.593,6,0.95
3,80,1,1906.62,237.91,8.014,4,0.95
3,80,1,1970.5,233.58,8.436,5,0.93
3,80,1,1741.98,230.11,7.57,3,0.8
3,80,1,1039.33,234.36,4.435,6,0.9
3,80,1,1903.39,234.3,8.124,2,0.95
3,80,1,1846.19,222.22,8.308,6,0.92
3,80,1,1095.48,220.18,4.975,8,0.9
3,80,1,1692.48,229.44,7.377,7,0.93
3,80,1,1826.12,236.21,7.731,5,0.87
3,80,1,1973.33,229.16,8.611,2,0.84
3,80,1,964.1,220.12,4.38,5,0.85
3,80,1,1344.35,220.41,6.099,6,0.95
3,80,1,1054.94,221.79,4.756,5,0.86
3,80,1,1294.45,233.73,5.538,4,0.89
3,80,1,983.74,236.63,4.157,7,0.86
3,80,1,1050.91,223.19,4.709,7,0.82
3,80,1,1723.54,232.95,7.399,7,0.8
3,80,1,1521.88,229.34,6.636,2,0.93
3,80,1,1751.01,234.74,7.459,3,0.91
3,80,1,923.46,235.49,3.921,8,0.9
3,80,1,1125.06,230.71,4.877,8,0.82
3,80,1,819.86,226.1,3.626,5,0.83
3,80,1,1904.35,239.76,7.943,6,0.8
3,80,1,1359.88,235.12,5.784,7,0.94
3,80,1,1123.16,231.45,4.853,7,0.84
3,80,1,1285.99,226.55,5.676,4,0.8
3,80,1,1118.18,227.66,4.912,3,0.89
3,80,1,847.31,230.26,3.68,3,0.9
3,80,1,1582.7,228.84,6.916,3,0.8
3,80,1,1574.75,234.62,6.712,7,0.85
3,81,4,1075.18,229.79,4.679,5,0.81
3,81,4,1050.61,224.27,4.685,5,0.91
3,81,4,1223.07,235.36,5.197,2,0.93
3,81,4,926.19,239.27,3.871,7,0.86
3,81,4,1531.87,223.18,6.864,3,0.8
3,81,4,1569.82,235.65,6.662,8,0.91
3,81,4,1365.18,229.35,5.952,4,0.93
3,81,4,1318.15,220.54,5.977,8,0.92
3,81,4,1727.73,233.97,7.384,7,0.89
3,81,4,1064.34,226.61,4.697,8,0.86
3,81,4,1152.53,231.26,4.984,5,0.88
3,81,4,1649.87,227.99,7.237,5,0.91
3,81,4,1815.54,237.09,7.658,2,0.81
3,81,4,1799.97,220.59,8.16,6,0.91
3,81,4,899.7,239.6,3.755,7,0.83
3,81,4,1614.1,238.37,6.771,3,0.9
3,81,4,1401.85,221.55,6.327,5,0.91
3,81,4,861.53,230.3,3.741,2,0.87
3,81,4,1444.74,224.19,6.444,6,0.89
3,81,4,1907.75,222.28,8.583,4,0.86
3,81,4,1788.24,239.42,7.469,2,0.89
3,81,4,1740.1,235.56,7.387,3,0.85
3,81,4,870.8,230.5,3.778,3,0.92
3,81,4,1017.04,220.23,4.618,4,0.82
3,81,4,1942.1,230.29,8.433,8,0.91
3,81,4,1203.06,237.14,5.073,2,0.88
3,81,4,1572.17,227.89,6.899,8,0.87
3,81,4,1784.69,225.88,7.901,4,0.91
3,81,4,1678.92,232.78,7.212,3,0.86
3,81,4,1998.79,238.66,8.375,7,0.81
3,81,4,1750.48,238.8,7.33,5,0.86
3,81,4,1093.7,237.13,4.612,7,0.89
3,81,4,1356.37,231.4,5.862,3,0.81
3,81,4,1965.05,225.54,8.713,4,0.88
3,81,4,1026.67,224.79,4.567,7,0.85
3,81,4,1449.14,225.36,6.43,3,0.86
3,81,4,1871.3,225.31,8.305,5,0.83
3,81,4,1940.32,237.52,8.169,3,0.81
3,81,4,922.36,239.35,3.854,2,0.91
3,81,4,1041.14,231.9,4.49,5,0.92
3,81,4,1104.27,236.49,4.669,8,0.86
3,81,4,1150.13,238.43,4.824,5,0.94
3,81,4,1354.3,238.32,5.683,8,0.94
3,81,4,1071.51,228.68,4.686,8,0.86
3,81,4,1424.05,226.1,6.298,2,0.86
3,81,4,1294.92,233.07,5.556,8,0.82
3,81,4,1269.16,233.26,5.441,5,0.89
3,81,4,1052.26,232.09,4.534,7,0.81
3,81,4,1950.96,221.96,8.79,6,0.89
3,81,4,1466.18,233.08,6.29,2,0.83
3,81,4,1355.02,239.65,5.654,8,0.89
3,81,4,986.78,222.16,4.442,6,0.82
3,81,4,1365.02,226.0,6.04,4,0.92
3,81,4,1497.83,238.67,6.276,8,0.95
3,81,4,1642.32,236.14,6.955,8,0.88
3,81,4,1057.6,230.58,4.587,5,0.91
3,81,4,1411.48,231.32,6.102,4,0.89
3,81,4,1139.77,225.86,5.046,8,0.87
3,81,4,1596.78,225.97,7.066,3,0.88
3,81,4,1700.84,223.51,7.61,7,0.9
3,81,4,1723.55,237.51,7.257,7,0.9
3,81,4,1482.41,232.82,6.367,3,0.85
3,81,4,922.55,233.07,3.958,8,0.82
3,81,4,1723.04,224.38,7.679,2,0.91
3,81,4,1023.98,228.64,4.479,5,0.93
3,81,4,1134.69,235.98,4.808,4,0.89
3,81,4,815.52,235.6,3.461,3,0.87
3,81,4,1590.12,236.11,6.735,8,0.93
3,81,4,1697.55,229.59,7.394,5,0.93
3,81,4,1682.89,232.87,7.227,3,0.89
3,81,4,1366.87,228.14,5.991,6,0.85
3,81,4,1650.25,222.32,7.423,8,0.89
3,81,4,1044.59,223.69,4.67,8,0.91
3,81,4,1698.33,236.98,7.167,3,0.85
3,81,4,1729.71,234.28,7.383,2,0.86
3,81,4,1724.58,239.69,7.195,7,0.91
3,81,4,928.46,224.58,4.134,5,0.84
3,81,4,1390.07,236.69,5.873,6,0.87
3,81,4,1398.58,233.89,5.98,7,0.91
3,81,4,1365.53,223.45,6.111,3,0.87
3,81,4,1627.17,226.02,7.199,2,0.89
3,81,4,1837.18,229.88,7.992,5,0.86
3,81,4,845.01,231.9,3.644,4,0.87
3,81,4,1395.35,232.35,6.005,2,0.81
3,81,4,856.55,229.47,3.733,4,0.91
3,81,4,912.76,224.74,4.061,4,0.82
3,81,4,1758.85,223.42,7.872,8,0.83
3,81,4,1262.8,230.38,5.481,8,0.91
3,81,4,1456.94,227.47,6.405,6,0.91
3,81,4,1156.06,232.33,4.976,4,0.92
3,81,4,959.36,227.92,4.209,7,0.9
3,81,4,1524.97,235.19,6.484,5,0.86
3,81,4,1247.61,237.76,5.247,2,0.87
3,81,4,1549.42,237.35,6.528,5,0.82
3,81,4,837.03,236.41,3.541,5,0.81
3,81,4,1767.58,229.65,7.697,7,0.93
3,81,4,1255.91,223.65,5.616,3,0.84
3,81,4,1452.89,224.71,6.466,8,0.92
3,81,4,1131.22,224.72,5.034,4,0.91
3,81,4,1150.65,230.51,4.992,3,0.87
3,82,4,879.52,228.57,3.848,6,0.89
3,82,4,811.09,229.62,3.532,5,0.8
3,82,4,1911.32,239.55,7.979,5,0.87
3,82,4,1940.7,228.4,8.497,3,0.88
3,82,4,1723.01,225.11,7.654,6,0.91
3,82,4,1556.89,236.51,6.583,6,0.81
3,82,4,855.08,236.27,3.619,4,0.91
3,82,4,1758.26,237.38,7.407,8,0.81
3,82,4,1761.39,223.78,7.871,8,0.8
3,82,4,1281.22,231.59,5.532,8,0.91
3,82,4,1296.55,222.49,5.827,3,0.94
3,82,4,1336.76,225.99,5.915,4,0.89
3,82,4,967.61,221.72,4.364,6,0.85
3,82,4,1683.55,228.9,7.355,6,0.87
3,82,4,1738.08,224.65,7.737,4,0.86
3,82,4,1708.32,224.57,7.607,4,0.83
3,82,4,828.1,235.85,3.511,7,0.93
3,82,4,1230.7,236.09,5.213,5,0.89
3,82,4,1887.07,223.32,8.45,7,0.91
3,82,4,1875.01,225.58,8.312,2,0.84
3,82,4,992.68,222.56,4.46,4,0.83
3,82,4,1973.51,234.66,8.41,8,0.85
3,82,4,1239.36,239.48,5.175,5,0.87
3,82,4,1199.12,236.68,5.066,7,0.83
3,82,4,876.66,224.1,3.912,6,0.87
3,82,4,1834.13,226.82,8.086,4,0.92
3,82,4,1273.59,223.41,5.701,4,0.85
3,82,4,1002.62,229.64,4.366,5,0.83
3,82,4,1059.31,230.75,4.591,6,0.82
3,82,4,841.27,238.79,3.523,5,0.83
3,82,4,805.12,230.67,3.49,4,0.82
3,82,4,1142.9,220.43,5.185,6,0.95
3,82,4,1344.55,223.11,6.026,5,0.86
3,82,4,1436.42,225.06,6.382,4,0.87
3,82,4,1162.01,226.24,5.136,7,0.82
3,82,4,900.75,230.71,3.904,6,0.88
3,82,4,881.51,237.43,3.713,4,0.9
3,82,4,1977.09,232.08,8.519,8,0.86
3,82,4,1403.76,232.79,6.03,7,0.93
3,82,4,1319.06,236.55,5.576,5,0.82
3,82,4,1322.26,226.71,5.832,6,0.81
3,82,4,1312.7,226.92,5.785,5,0.85
3,82,4,1072.32,231.36,4.635,8,0.88
3,82,4,812.04,221.38,3.668,7,0.89
3,82,4,809.67,221.66,3.653,4,0.86
3,82,4,1944.98,229.18,8.487,7,0.88
3,82,4,976.56,227.77,4.287,2,0.85
3,82,4,1101.34,223.07,4.937,8,0.9
3,82,4,1442.92,234.78,6.146,4,0.85
3,82,4,1712.13,227.73,7.518,2,0.89
3,82,4,1009.2,226.68,4.452,2,0.91
3,82,4,1661.19,224.22,7.409,6,0.88
3,82,4,1089.61,235.18,4.633,4,0.93
3,82,4,1420.08,239.55,5.928,4,0.83
3,82,4,1548.88,233.53,6.632,2,0.87
3,82,4,1849.03,236.67,7.813,2,0.94
3,82,4,1670.68,233.86,7.144,8,0.95
3,82,4,1014.15,221.06,4.588,5,0.84
3,82,4,1591.5,232.67,6.84,2,0.87
3,82,4,1160.89,235.06,4.939,4,0.83
3,82,4,1751.4,230.4,7.602,7,0.92
3,82,4,1930.63,223.69,8.631,5,0.94
3,82,4,1363.77,234.99,5.804,4,0.89
3,82,4,1606.44,229.6,6.997,4,0.83
3,82,4,1313.24,229.16,5.731,3,0.89
3,82,4,1405.81,235.77,5.963,6,0.93
3,82,4,1895.48,236.22,8.024,2,0.91
3,82,4,1969.85,225.51,8.735,7,0.84
3,82,4,1895.87,221.76,8.549,4,0.95
3,82,4,1648.79,236.44,6.973,8,0.83
3,82,4,1106.57,239.16,4.627,2,0.85
3,82,4,1933.09,223.1,8.665,6,0.94
3,82,4,1040.33,238.31,4.365,7,0.86
3,82,4,1786.1,231.62,7.711,5,0.88
3,82,4,1632.84,234.68,6.958,2,0.93
3,82,4,1696.09,225.46,7.523,7,0.87
3,82,4,809.93,226.9,3.57,4,0.82
3,82,4,1668.24,223.8,7.454,8,0.85
3,82,4,1366.2,226.73,6.026,2,0.92
3,82,4,1166.5,221.02,5.278,7,0.83
3,82,4,1683.87,231.49,7.274,4,0.85
3,82,4,1527.14,236.31,6.462,5,0.91
3,82,4,1558.53,230.49,6.762,3,0.87
3,82,4,862.98,226.71,3.807,8,0.82
3,82,4,849.36,223.0,3.809,3,0.93
3,82,4,1363.57,228.21,5.975,3,0.91
3,82,4,1640.04,230.09,7.128,4,0.9
3,82,4,1125.97,223.57,5.036,2,0.84
3,82,4,1117.57,221.7,5.041,4,0.81
3,82,4,1120.65,231.78,4.835,5,0.86
3,82,4,1649.45,235.88,6.993,2,0.87
3,82,4,1756.16,234.33,7.494,3,0.94
3,82,4,1587.71,226.49,7.01,4,0.94
3,82,4,1277.27,234.76,5.441,6,0.85
3,82,4,946.97,222.23,4.261,7,0.93
3,82,4,1562.99,230.17,6.791,6,0.88
3,82,4,1585.36,227.74,6.961,8,0.84
3,82,4,1355.93,235.35,5.761,3,0.8
3,82,4,1156.59,232.44,4.976,6,0.89
3,82,4,1755.55,234.52,7.486,8,0.84
3,83,2,875.84,223.77,3.914,8,0.82
3,83,2,1464.33,221.83,6.601,8,0.91
3,83,2,831.08,236.17,3.519,6,0.84
3,83,2,1388.41,237.12,5.855,2,0.89
3,83,2,1098.7,223.33,4.92,4,0.85
3,83,2,1670.04,238.1,7.014,7,0.92
3,83,2,953.22,237.21,4.018,2,0.93
3,83,2,1217.54,234.03,5.202,5,0.8
3,83,2,1798.03,236.03,7.618,7,0.89
3,83,2,1494.97,231.54,6.457,5,0.8
3,83,2,1286.22,227.36,5.657,4,0.91
3,83,2,1845.21,231.86,7.958,4,0.82
3,83,2,1913.03,239.18,7.998,3,0.94
3,83,2,1728.51,224.0,7.717,4,0.85
3,83,2,1673.38,220.34,7.595,3,0.84
3,83,2,1149.54,237.28,4.845,3,0.88
3,83,2,1722.03,237.79,7.242,8,0.93
3,83,2,1636.65,220.0,7.439,3,0.92
3,83,2,1329.79,226.43,5.873,5,0.83
3,83,2,1827.71,222.95,8.198,6,0.84
3,83,2,1275.69,230.63,5.531,3,0.87
3,83,2,1712.39,231.62,7.393,3,0.87
3,83,2,1351.07,221.68,6.095,8,0.88
3,83,2,1769.21,231.46,7.644,2,0.82
3,83,2,1891.84,234.3,8.074,7,0.89
3,83,2,1622.63,228.49,7.102,5,0.84
3,83,2,1215.14,235.29,5.164,2,0.85
3,83,2,1092.38,230.98,4.729,6,0.8
3,83,2,1674.18,221.41,7.561,7,0.88
3,83,2,1967.72,229.75,8.565,6,0.94
3,83,2,1375.12,223.29,6.158,2,0.93
3,83,2,872.57,224.28,3.891,3,0.95
3,83,2,1085.71,220.62,4.921,8,0.93
3,83,2,838.91,233.28,3.596,4,0.84
3,83,2,1317.2,227.73,5.784,5,0.89
3,83,2,864.67,234.69,3.684,8,0.87
3,83,2,1680.94,228.36,7.361,5,0.91
3,83,2,1065.71,239.1,4.457,8,0.8
3,83,2,1728.42,221.52,7.803,8,0.84
3,83,2,1376.68,221.53,6.214,5,0.85
3,83,2,979.56,220.25,4.447,5,0.85
3,83,2,1439.07,233.88,6.153,7,0.95
3,83,2,1605.93,231.26,6.944,6,0.91
3,83,2,967.78,228.47,4.236,5,0.87
3,83,2,896.91,222.78,4.026,3,0.87
3,83,2,1358.14,234.08,5.802,4,0.8
3,83,2,1192.11,225.2,5.294,2,0.91
3,83,2,1758.61,224.78,7.824,6,0.92
3,83,2,1891.44,234.62,8.062,8,0.82
3,83,2,908.98,227.94,3.988,6,0.81
3,83,2,951.29,223.49,4.257,3,0.9
3,83,2,1285.26,226.11,5.684,5,0.83
3,83,2,904.15,226.56,3.991,2,0.85
3,83,2,1362.89,234.64,5.808,5,0.9
3,83,2,918.67,239.95,3.829,8,0.87
3,83,2,1609.39,226.13,7.117,2,0.87
3,83,2,1462.99,231.59,6.317,8,0.89
3,83,2,1325.19,226.38,5.854,3,0.94
3,83,2,1120.93,223.34,5.019,3,0.87
3,83,2,1802.38,224.53,8.027,4,0.93
3,83,2,883.84,222.8,3.967,8,0.94
3,83,2,1761.41,237.97,7.402,6,0.8
3,83,2,967.29,239.98,4.031,4,0.9
3,83,2,1381.09,224.28,6.158,5,0.82
3,83,2,1391.3,225.35,6.174,6,0.83
3,83,2,1336.89,235.37,5.68,7,0.9
3,83,2,1741.7,235.51,7.395,3,0.87
3,83,2,1079.58,221.81,4.867,7,0.81
3,83,2,1147.35,236.47,4.852,8,0.93
3,83,2,1064.27,227.57,4.677,8,0.94
3,83,2,1958.68,220.29,8.891,7,0.93
3,83,2,1919.75,230.74,8.32,3,0.92
3,83,2,1001.09,229.09,4.37,6,0.83
3,83,2,1238.54,238.39,5.195,8,0.91
3,83,2,1866.5,225.73,8.269,6,0.92
3,83,2,1981.38,235.64,8.409,3,0.86
3,83,2,911.02,229.02,3.978,3,0.93
3,83,2,1179.83,232.97,5.064,2,0.87
3,83,2,1488.19,235.75,6.313,6,0.87
3,83,2,880.15,236.08,3.728,5,0.91
